pmid,publication_year,publication_date,first_author,all_authors,title,issn,doi,pages,issue,volume,journal,journal_abbreviation,abstract
39489931,2024,,Nicole Panzica,"Nicole Panzica, Alexander R Cortez, Chukwuma Eruchalu, Kenneth Lynch, Andrea Gillis, Brenessa Lindeman, Herbert Chen, Jessica Fazendin, Polina Zmijewski",Resident Race and Operative Experience in General Surgery Residency: A Mixed-Methods Study.,1095-8673,10.1016/j.jss.2024.09.049,756-760,,303,The Journal of surgical research,J Surg Res,"Recent multi-institutional quantitative work has found that Black general surgery residents perform fewer operations during training. Further mixed-methods research exploring the reasons for this phenomenon is needed to address this inequity for residents who are underrepresented in medicine (URiM). Data were collected through open response and Likert scale questions that were distributed electronically to residents at 21 accredited US general surgery programs within the US Resident Operative Experience Consortium. Questions focused on what barriers prevent residents from going to the operating room and potential solutions. Free text was analyzed by three qualitative reviewers. The online survey was completed by 96 general surgery residents representing a 12% overall response rate from the 21 US Resident Operative Experience Consortium programs. Eight (n = 8/13, 62%) of the URiM residents endorsed that they experienced barriers in obtaining case numbers compared to 13% of non-URiM residents (P < 0.05). A similar proportion of both groups agreed that their quality of training was affected by their race or ethnicity (n = 6/13, 46% versus n = 34/49, 41%; P = 0.77). Floor work and clinical tasks were the most common qualitative themes regarding operative barriers (75 responses). Racial bias (n = 22) was frequently referenced as a barrier specifically experienced by URiM residents. Suggestions to improve the operative experience of URiM residents included increasing mentorship at the attending level (n = 25) and setting objective standards for resident operating room participation (n = 30). Nearly five times as many URiM residents reported experiencing barriers in obtaining case numbers compared to non-URiM residents. Qualitative analysis suggests that clear expectations for resident participation in cases and increasing mentorship at the attending level may be ways to achieve parity."
39463809,2024,,Theodore J Gaeta,"Theodore J Gaeta, Earl Reisdorff, Melissa Barton, Kim M Feldhaus, Marianne Gausche-Hill, Deepi Goyal, Kevin Joldersma, Chadd K Kraus, Felix Ankel",The Dunning‒Kruger effect in resident predicted and actual performance on the American Board of Emergency Medicine in-training examination.,2688-1152,10.1016/j.xjep.2023.100674,e13305,5,5,Journal of the American College of Emergency Physicians open,J Am Coll Emerg Physicians Open,"The Dunning-Kruger effect (DKE) is a cognitive bias wherein individuals who are unskilled overestimate their abilities, while those who are skilled tend to underestimate their capabilities. The purpose of this investigation is to determine if the DKE exists among American Board of Emergency Medicine (ABEM) in-training examination (ITE) participants. This is a prospective, cross-sectional survey of residents in Accreditation Council for Graduate Medical Education (ACGME)-accredited emergency medicine (EM) residency programs. All residents who took the 2022 ABEM ITE were eligible for inclusion. Residents from international programs, residents in combined training programs, and those who did not complete the voluntary post-ITE survey were excluded. Half of the residents taking the ITE were asked to predict their self-assessment of performance (percent correct), and the other half were asked to predict their performance relative to peers at the same level of training (quintile estimate). Pearson's correlation ( A total of 7568 of 8918 (84.9%) residents completed their assigned survey question. A total of 3694 residents completed self-assessment (mean predicted percentage correct 67.4% and actual 74.6%), with a strong positive correlation (Pearson's  EM residents demonstrated accurate self-assessment of their performance on the ABEM ITE; however, the DKE was present when comparing their self-assessments to their peers. Lower-performing residents tended to overestimate their performance, with the most significant DKE observed among the lowest-performing residents. The highest-performing residents tended to underestimate their relative performance."
39450266,2024,,Vijayvardhan Kamalumpundi,"Vijayvardhan Kamalumpundi, Jessica K Smith, Kathleen M Robinson, Assim Saad Eddin, Aiah Alatoum, Ghena Kasasbeh, Marcelo L G Correia, Mary Vaughan Sarrazin","Patient, facility, and environmental factors associated with obesity treatment in US Veterans.",2055-2238,10.1001/archinte.160.21.3252,e70014,5,10,Obesity science & practice,Obes Sci Pract,"Identifying patient-, facility-, and environment-level factors that influence the initiation and retention of comprehensive lifestyle management interventions (CLMI) for urban and rural Veterans could improve obesity treatment and reach at Veterans Affairs (VA) facilities. This study identified factors at these various levels that predicted treatment engagement, retention, and weight management among urban and rural Veterans. A retrospective cohort study of 631,325 Veterans was designed using VA databases to identify Veterans with class II and III obesity during 2015-2017. Primary outcomes were initiation of CLMI, bariatric surgery, or obesity pharmacotherapy within 1 year of index date. Secondary outcomes included treatment retention and successful weight loss. Generalized linear mixed models were used to evaluate the relationships between factors and obesity-related outcomes, with rurality differences assessed through interaction terms. Patient characteristics associated with increased odds of initiating CLMI included female sex ( Treatment and retention of CLMI among Veterans remain low, highlighting areas for improvement to expand its reach both urban and rural Veterans."
39433834,2024,,Pouya Motazedian,"Pouya Motazedian, Nicholas Quinn, George A Wells, Nickolas Beauregard, Eric Lam, Marie-Eve Mathieu, William Knoll, Graeme Prosperi-Porta, Valentina Ly, Simon Parlow, Pietro Di Santo, Omar Abdel-Razek, Richard Jung, Trevor Simard, Jacob C Jentzer, Rebecca Mathew, F Daniel Ramirez, Benjamin Hibbert",Efficacy of stellate ganglion block in treatment of electrical storm: a systematic review and meta-analysis.,2045-2322,10.4236/ojanes.2013.33033,24719,1,14,Scientific reports,Sci Rep,"Electrical storm (ES) is a life-threatening condition of recurrent ventricular arrhythmias (VA) in a short period of time. Percutaneous stellate ganglion blockade (SGB) is frequently used - however the efficacy is undefined. The objective of our systematic review was to determine the efficacy of SGB in reducing VA events and mortality among patients with ES. A search of Medline, EMBASE, Scopus, CINAHL and CENTRAL was performed on February 29, 2024 to include studies with adult patients (≥ 18 years) with ES treated with SGB. Our outcomes of interest were VA burden pre- and post-SGB, and in-hospital/30-day mortality. A total of 553 ES episodes in 542 patients from 15 observational studies were included. Treated VAs pre- and post-SGB were pooled from eight studies including 383 patients and demonstrated a decrease from 3.5 (IQR 2.25-7.25) to 0 (IQR 0-0) events (p = 0.008). Complete resolution after SGB occurred in 190 of 294 patients (64.6%). Despite this, in-hospital or 30-day mortality remained high occurring in 140 of 527 patients (random effects prevalence 22%). Repeat SGB for recurrent VAs was performed in 132 of 490 patients (random effects prevalence 21%). In conclusion, observational data suggests SGB may be effective in reducing VAs in ES. Definitive studies for SGB in VA management are needed. Study protocol: PROSPERO - registration number CRD42023430031."
39424414,2024,,Babken Asatryan,"Babken Asatryan, Brittney Murray, Rafik Tadros, Marina Rieder, Ravi A Shah, Ghaith Sharaf Dabbagh, Andrew P Landstrom, Stephan Dobner, Patricia B Munroe, Christopher M Haggerty, Argelia Medeiros-Domingo, Anjali T Owens, Iftikhar J Kullo, Christopher Semsarian, Tobias Reichlin, Andreas S Barth, Dan M Roden, Cynthia A James, James S Ware, C Anwar A Chahal",Promise and Peril of a Genotype-First Approach to Mendelian Cardiovascular Disease.,2047-9980,10.1016/j.ajhg.2009.10.002,e033557,21,13,Journal of the American Heart Association,J Am Heart Assoc,"Precision medicine, which among other aspects includes an individual's genomic data in diagnosis and management, has become the standard-of-care for Mendelian cardiovascular disease (CVD). However, early identification and management of asymptomatic patients with potentially lethal and manageable Mendelian CVD through screening, which is the promise of precision health, remains an unsolved challenge. The reduced costs of genomic sequencing have enabled the creation of biobanks containing in-depth genetic and health information, which have facilitated the understanding of genetic variation, penetrance, and expressivity, moving us closer to the genotype-first screening of asymptomatic individuals for Mendelian CVD. This approach could transform health care by diagnostic refinement and facilitating prevention or therapeutic interventions. Yet, potential benefits must be weighed against the potential risks, which include evolving variant pathogenicity assertion or identification of variants with low disease penetrance; costly, stressful, and inappropriate diagnostic evaluations; negative psychological impact; disqualification for employment or of competitive sports; and denial of insurance. Furthermore, the natural history of Mendelian CVD is often unpredictable, making identification of those who will benefit from preventive measures a priority. Currently, there is insufficient evidence that population-based genetic screening for Mendelian CVD can reduce adverse outcomes at a reasonable cost to an extent that outweighs the harms of true-positive and false-positive results. Besides technical, clinical, and financial burdens, ethical and legal aspects pose unprecedented challenges. This review highlights key developments in the field of genotype-first approaches to Mendelian CVD and summarizes challenges with potential solutions that can pave the way for implementing this approach for clinical care."
39424411,2024,,Ruben Crespo-Diaz,"Ruben Crespo-Diaz, Marinos Kosmopoulos, Ganesh Raveendran, Sergey Gurevich, Demetris Yannopoulos, Jason A Bartos","Effects of Perfusion, Coronary Artery Disease Burden, and Revascularization in Establishing Organized Cardiac Rhythm During Extracorporeal Cardiopulmonary Resuscitation for Shockable Refractory Out-of-Hospital Cardiac Arrest.",2047-9980,10.1016/j.resuscitation.2021.09.010,e033907,21,13,Journal of the American Heart Association,J Am Heart Assoc,"The aspects of extracorporeal cardiopulmonary resuscitation critical for reestablishing an organized rhythm and subsequent functional survival are unclear. This study characterizes the impact of reperfusion with extracorporeal membrane oxygenation (ECMO) and percutaneous coronary interventions (PCI) on achieving an organized rhythm in patients with refractory shockable out-of-hospital cardiac arrest (OHCA). Two hundred eighty-nine consecutive patients in refractory shockable OHCA were placed on ECMO followed by coronary angiogram (n=289) and PCI (n=165). Patients were grouped based on the extracorporeal cardiopulmonary resuscitation stage where a sustained organized rhythm was achieved. Survival outcomes were evaluated by using the Cerebral Performance Category. Logistic regression analysis was performed to determine the relationship between Cerebral Performance Category and timing of organized rhythm. Standard advanced cardiac life support before hospital arrival resulted in 148 of 289 (51%) patients attaining an organized rhythm while 87 of 289 (30%) achieved an organized rhythm post ECMO cannulation but before PCI, and 37 of 289 (13%) achieved an organized rhythm following PCI. Obstructive coronary artery disease was observed in 192 of 289 (66%) patients. A total of 144 of 192 (75%) patients with obstructive coronary artery disease converted to an organized rhythm before PCI and 37 of 192 (19%) following PCI. Cerebral Performance Category score 1 or 2 was significantly more likely in patients with cardiac arrest and obstructive coronary artery disease who achieved an organized rhythm before PCI (odds ratio [OR], 3.9 [95% CI, 1.2-12.0],  Most patients undergoing extracorporeal cardiopulmonary resuscitation for refractory OHCA due to shockable rhythms achieved an organized rhythm before PCI independent of coronary artery disease burden. Also, neurologically favorable survival was more prevalent in those attaining an organized rhythm before PCI."
39421041,2024,,Adam J Tagliero,"Adam J Tagliero, Sara E Till, Xuankang Pan, Anna K Reinholz, Adam C Johnson, Joaquin Sanchez-Sotelo, Jonathan D Barlow, Christopher L Camp",Long-term Outcomes of Complete Tears of the Distal Biceps Tendon: An Analysis of Surgical Management at a Median Follow-up of 14.7 Years.,2325-9671,10.1177/23259671241283787,23259671241283787,10,12,Orthopaedic journal of sports medicine,Orthop J Sports Med,"Surgical repair of full thickness biceps tears has demonstrated adequate outcomes in short and mid-term studies. However, data on the long-term outcomes of full thickness distal biceps injuries and their treatment are currently lacking. The purpose of this study was to report on patient demographics, injury characteristics, and long-term outcomes for patients with full-thickness distal biceps tears. It was hypothesized that complete distal biceps tears managed operatively would demonstrate robust clinical success at long-term follow-up. Case series; Level of evidence, 4. Patients with magnetic resonance imaging-confirmed, complete distal biceps tendon rupture sustained between 1996 and 2016 were identified. Patients were cross-referenced with a regional geographic database. A total of 66 patients (3 female, 63 male) with a median age of 50.8 years (IQR, 41.5-60.4) and a median clinical follow-up of 14.7 years (IQR, 9.6-17.9 years) were included. Patients who sustained a full-thickness distal biceps tendon tear were likely to be in their early 50s, male, right-hand dominant, current/former smokers, and laborers with a history of traumatic injury during an intentional movement. Most of these patients had pain and supination weakness but no loss of range of motion. All included tears were treated operatively. At final follow-up, patients maintained a majority of near-normal range of motion (median total arc of flexion/extension 140° and supination/pronation 80°), excellent elbow flexion strength (91% of patients had full strength), and adequate elbow supination strength (76% of patients had full strength). The overall complication rate was 24%, with 16 out of 66 patients experiencing some type of complication between infection, rerupture, heterotopic ossification, reoperation, and nerve complications. Overall return to work was 98%, and 85% of those who returned to work did so without restrictions. Complete tears of the distal biceps were most common in patients 50 years of age, male sex, right-hand dominant, and current/former smokers. The most common profession was laborer, and injuries were primarily traumatic in nature during intentional activity. Patients managed operatively demonstrated high rates of success at long-term follow-up with respect to elbow function and clinical outcomes."
39416254,2024,,Ahmed Mazen Amin,"Ahmed Mazen Amin, Abubakar Nazir, Mohamed T Abuelazm, Ahmed A Ibrahim, Hossam Elbenawi, Aya Aboutaleb, Mohamed Ellabban, Moumen Arnaout, Mustafa Turkmani, Basel Abdelazeem, Annabelle S Volgman",Efficacy and safety of pulsed-field versus conventional thermal ablation for atrial fibrillation: A systematic review and meta-analysis.,1880-4276,10.1111/jce.15349,1059-1074,5,40,Journal of arrhythmia,J Arrhythm,"Pulsed-field ablation (PFA) has emerged as an innovative alternative to radiofrequency (RF) and cryoablation because it selectively targets myocardial tissue. Thus, we aim to estimate the efficacy and safety of PFA versus thermal ablation for atrial fibrillation (AF) ablation. A systematic review and meta-analysis were retrieved from PubMed, WOS, SCOPUS, EMBASE, and CENTRAL through September 2023. We used RevMan V. 5.4 to pool dichotomous data using risk ratio (RR) and continuous data using mean difference (MD) with a 95% confidence interval (CI). PROSPERO ID: CRD42023480321. We included 17 studies with a total of 2255 patients. PFA was significantly associated with a decreased incidence of AF recurrence (RR: 0.66 with 95% CI [0.51, 0.87],  PFA was significantly associated with decreased AF recurrence, total procedure time, heart rate change, phrenic nerve palsy, esophageal lesion, and increased incidence of pericardial tamponade compared with thermal ablation."
39416243,2024,,Anthipa Chokesuwattanaskul,"Anthipa Chokesuwattanaskul, Narut Prasitlumkum, Ryan Cooley, T Jared Bunch, Ronpichai Chokesuwattanaskul, Leenhapong Navaravong",Dementia risk reduction between DOACs and VKAs in AF: A systematic review and meta-analysis.,1880-4276,10.1093/europace/euaa192,1115-1125,5,40,Journal of arrhythmia,J Arrhythm,"Direct oral anticoagulants (DOACs) become the recommended treatment over vitamin K antagonists (VKA) in patients with non-valvular atrial fibrillation (AF). However, their effectiveness in reducing cognitive impairment and dementia compared to VKA remains unclear. A systematic literature search was conducted on Ovid MEDLINE, EMBASE, and Cochrane Database. Randomized controlled trials, cohort, or case-control study that assessed incident dementia between AF patients who received DOAC compared to VKA were selected. Relevant study characteristics and the number of incident dementia diagnosis or hazard ratios (HRs) for incident dementia and each dementia subtypes were extracted. Random-effects model was used to perform meta-analysis. Standardized mean differences (SMDs) were used to estimate effect sizes for continuous data. Twelve cohort studies comprising 1 451 069 individuals were included. The incidence of dementia was lower in AF patients prescribed DOACs compared to VKA (HR 0.88, 95% CI 0.83-0.93,  This meta-analysis reveals a reduction in incidence of dementia in AF patients prescribed DOACs compared to VKA, particularly in those less than 75 years old and in the vascular dementia subtype."
39415908,2024,,Ingrid Glimelius,"Ingrid Glimelius, Geffen Kleinstern, Dennis P Robinson, Larry Mansouri, Klaus Rostgaard, Henrik Hjalgrim, Carsten Utoft Niemann, Mattias Mattsson, Kari G Rabe, Paul J Hampel, Sameer A Parikh, Richard Rosenquist, James R Cerhan, Susan L Slager, Karin E Smedby",Medical history and lifestyle factors have limited impact on time-to-first-treatment in patients with chronic lymphocytic leukemia.,2688-6146,10.1002/jha2.1000,998-1004,5,5,EJHaem,EJHaem,"Chronic lymphocytic leukemia (CLL) is a heterogeneous disease. Whereas some patients have an indolent disease, others experience an aggressive course and early death. Our aim was to investigate if modifiable and non-modifiable medical history and lifestyle factors prior to diagnosis had an impact on the natural course of the disease. In 1154 CLL patients, we assessed if the weight, physical activity, smoking, and alcohol consumption or non-modifiable characteristics including family history of lymphoid malignancy and medical history were associated with time-to-first-treatment (TTFT) and adjusted all results for the CLL-International Prognostic Index (CLL-IPI). TTFT was shorter for patients with high/very high-risk CLL-IPI than those with low/intermediate risk CLL-IPI. In the adjusted analysis we did not find additional impact on TTFT besides CLL-IPI from any environmental characteristics assessed. We found limited impact of environmental factors on the natural course of CLL (measured as the TTFT in treatment naïve patients) providing valuable knowledge, and potential relief, to share with patients at the time of diagnosis."
39399661,2024,,Su Xian,"Su Xian, Monika E Grabowska, Iftikhar J Kullo, Yuan Luo, Jordan W Smoller, Wei-Qi Wei, Gail Jarvik, Sean Mooney, David Crosslin","Language-model-based patient embedding using electronic health records facilitates phenotyping, disease forecasting, and progression analysis.",2693-5015,10.5555/944919.944937,,,,Research square,Res Sq,"Current studies regarding the secondary use of electronic health records (EHR) predominantly rely on domain expertise and existing medical knowledge. Though significant efforts have been devoted to investigating the application of machine learning algorithms in the EHR, efficient and powerful representation of patients is needed to unleash the potential of discovering new medical patterns underlying the EHR. Here, we present an unsupervised method for embedding high-dimensional EHR data at the patient level, aimed at characterizing patient heterogeneity in complex diseases and identifying new disease patterns associated with clinical outcome disparities. Inspired by the architecture of modern language models-specifically transformers with attention mechanisms, we use patient diagnosis and procedure codes as vocabularies and treat each patient as a sentence to perform the patient embedding. We applied this approach to 34,851 unique medical codes across 1,046,649 longitudinal patient events, including 102,739 patients from the electronic Medical Records and GEnomics (eMERGE) Network. The resulting patient vectors demonstrated excellent performance in predicting future disease events (median AUROC = 0.87 within one year) and bulk phenotyping (median AUROC = 0.84). We then illustrated the utility of these patient vectors in revealing heterogeneous comorbidity patterns, exemplified by disease subtypes in colorectal cancer and systemic lupus erythematosus, and capturing distinct longitudinal disease trajectories. External validation using EHR data from the University of Washington confirmed robust model performance, with median AUROCs of 0.83 and 0.84 for bulk phenotyping tasks and disease onset prediction, respectively. Importantly, the model reproduced the clustering results of disease subtypes identified in the eMERGE cohort and uncovered variations in overall mortality among these subtypes. Together, these results underscore the potential of representation learning in EHRs to enhance patient characterization and associated clinical outcomes, thereby advancing disease forecasting and facilitating personalized medicine."
39399478,2024,,Elizabeth P Lewis,"Elizabeth P Lewis, Fatimah Al Khazal, Brandon Wilbanks, Naomi M Gades, Patricia Ortega-Sáenz, José López-Barneo, Igor Adameyko, L James Maher","Mouse developmental defects, but not paraganglioma tumorigenesis, upon conditional Complex II loss in early Sox10",2573-9832,10.1096/fba.2024-00056,327-336,9,6,FASEB bioAdvances,FASEB Bioadv,"In humans, loss of heterozygosity for defective alleles of any of the four subunits of mitochondrial tricarboxylic acid cycle enzyme succinate dehydrogenase (SDH, also Complex II of the electron transport chain) can lead to paraganglioma tumors in neuroendocrine cells. With the goal of developing mouse models of this rare disorder, we have developed various SDH conditional loss strategies. Based on recent lineage tracing studies, we hypothesized that conditional SDHC loss in early embryogenesis during migration of primordial neural crest cells that form the susceptible chromaffin cells of the adrenal medulla might induce paraganglioma. We triggered low levels of detectable SDHC loss in Sox10"
39392170,2024,,Waqas Ullah,"Waqas Ullah, Harigopal Sandhyavenu, Amro Taha, Smitha Narayana Gowda, Maryam Mukhtar, Aravind Reddy Polam, Salman Zahid, David L Fischman, Michael P Savage, Sunil V Rao, Mohamad Alkhouli",Antiplatelet Strategy for Patients With Acute Coronary Syndrome Undergoing Percutaneous Coronary Intervention: A Systematic Review and Network Meta-Analysis.,2047-9980,10.1016/S0140-6736(21)00533-X,e032490,20,13,Journal of the American Heart Association,J Am Heart Assoc,"Optimal duration and choice of antiplatelet therapy in patients with acute coronary syndrome undergoing percutaneous coronary intervention remain controversial. Digital databases (PubMed, Cochrane, and Embase) were queried to select all randomized controlled trials on a post-percutaneous coronary intervention population with acute coronary syndrome. Dual-antiplatelet therapy (DAPT) with aspirin and clopidogrel for 12 months was compared with 4 major strategies: high-potency, high- to low-potency, low-dose, and short-duration DAPT. A network meta-analysis was performed to compare the safety and efficacy of different antiplatelet strategies. This study was the second updated manuscript under the International Prospective Register of Systematic Review registration (CRD42021286552). Thirty-two randomized controlled trials comprising 103 459 (51 750 experimental, 51 709 control) patients were included. Compared with DAPT with aspirin and clopidogrel for 12 months, high- to low-potency DAPT (risk ratio [RR], 0.69 [95% CI, 0.52-0.92]) and aspirin+prasugrel containing DAPT for 12 months (RR, 0.84 [95% CI, 0.72-0.98]) had a significantly lower, whereas DAPT for 1 month followed by clopidogrel only (RR, 1.59 [95% CI, 1.06-2.39]) had a higher, incidence of major adverse cardiovascular events at 1 year (median follow-up). Prasugrel (RR, 1.35 [95% CI, 1.09-1.66]) and ticagrelor (RR, 1.38 [95% CI, 1.17-1.62]) containing DAPT for 12 months had significantly higher rates, whereas high- to low-potency DAPT (RR, 0.85 [95% CI, 0.63-1.15]) had no significant risk of major bleeding. Aspirin and ticagrelor for 3 months, followed by aspirin and clopidogrel for the remaining duration, can be considered the optimal strategy for treating post-percutaneous coronary intervention patients with acute coronary syndrome because of a significantly reduced risk of major adverse cardiovascular events without increasing the risk of bleeding."
39392139,2024,,Fabian Föttinger,"Fabian Föttinger, Rohan Sharma, Saif D Salman, Alexander D Weston, Bradley J Erickson, Thien Huynh, Rabih G Tawk, William D Freeman",The ABCs of Subarachnoid Hemorrhage Blood Volume Measurement: A Simplified Quantitative Method Predicts Outcomes and Delayed Cerebral Ischemia.,2047-9980,10.1136/neurintsurg-2016-012576,e032195,20,13,Journal of the American Heart Association,J Am Heart Assoc,"We developed a simplified ABC/2-derived method to estimate total subarachnoid hemorrhage volume (SAHV) on noncontrast computed tomography in patients with aneurysmal SAH and compared the clinical and radiographic outcomes. In this retrospective observational cohort study, we analyzed 277 patients with SAH admitted to our Comprehensive Stroke Center between 2012 and 2022. We derived a mathematical model (model 1) by measuring SAH basal cisternal blood volume using an ABC/2-derived ellipsoid formula (A=width/thickness, B=length, C=vertical extension) on head noncontrast computed tomography in 5 major SAH cisternal compartments. We compared model 1 against a manual segmentation method (model 2) on noncontrast computed tomography. Data were analyzed using logistic regression analysis,  Our simplified ABC/2-derived method to estimate SAHV is comparable to manual segmentation and can be performed in low-resource settings. Higher total SAHV was associated with worse outcomes and higher risk of delayed cerebral ischemia. A potential dose-response relationship was observed, with SAHV >10 mL predicting worse outcomes and higher risk of DCI."
39385741,2025,,Federico Mosna,"Federico Mosna, Erika Borlenghi, Mark Litzow, John C Byrd, Cristina Papayannidis, Cristina Tecchio, Felicetto Ferrara, Guido Marcucci, Roberto Cairoli, Elizabeth A Morgan, Carmela Gurrieri, Cecilia C S Yeung, H Joachim Deeg, Debora Capelli, Anna Candoni, Jason R Gotlib, Monia Lunghi, Sheeja Pullarkat, Francesco Lanza, Sara Galimberti, Fabio Forghieri, Adriano Venditti, Moreno Festuccia, Ernesta Audisio, Denise Marvalle, Gian Matteo Rigolin, Giovanni Roti, Eros DiBona, Giuseppe Visani, Francesco Albano, Ann-Kathrin Eisfeld, Peter Valent, Gerwin Huls, Gautam Borthakur, Mauro Krampera, Giovanni Martinelli, Nicolaus Kröger, Alessandra Sperotto, Michele Gottardi",Long-term survival can be achieved in a significant fraction of older patients with core-binding factor acute myeloid leukemia treated with intensive chemotherapy.,1592-8721,10.3324/haematol.2024.285448,608-620,3,110,Haematologica,Haematologica,"Acute myeloid leukemia (AML) is mainly a disease of the elderly: however, knowledge about the outcomes of treatment of core-binding factor (CBF) AML in an older population is limited. We retrospectively collected data on 229 patients with CBF-AML followed long-term in the last two decades. The 5-year overall survival was 44.2% (95% confidence interval [95% CI]: 39.9-47.5) and the 5-year event-free survival was 32.9% (95% CI: 25.5-40.1). In a subgroup of patients ≥70 years old who completed intensive therapy (induction + ≥3 courses of consolidation including autologous stem cell transplantation: 10 patients) the median event-free survival was 11.8 months (95% CI: 9.4-15.2) and overall survival was 40.0% (95% CI: 36.4- 44.1) at 5 years. In univariate analysis, age ≥70 years (hazard ratio [HR]=1.78, 95% CI: 1.15-2.54, P=0.008), failure to achieve remission following induction (HR=8.96, 95% CI: 5.5-13.8; P<0.0001), no consolidation therapy (HR=0.75, 95% CI: 0.47-1.84, P=0.04) and fewer than three cycles of consolidation (HR=1.48, 95% CI: 0.75-3.2; P=0.0004) predicted poorer event-free survival. Our study shows that intensive therapy, in selected older CBF-AML patients, leads to longer survival. Achieving a complete remission seems to be the most important first step and at least three cycles of consolidation, an important second one. The analysis suggests that these patients should not be excluded from studies with intensive therapies."
39377217,2024,,Joyce C Zhou,"Joyce C Zhou, Meghan E Sise, Kamila Drezek, Stanley B Wolfe, Asishana A Osho, Monica N Prario, S Alireza Rabi, Eriberto Michel, Lana Tsao, Erin Coglianese, Meaghan Doucette, Christopher Newton-Cheh, Sunu Thomas, Van-Khue Ton, Nilay Sutaria, Mark W Schoenike, Anastasia M Christ, Dane C Paneitz, Mauricio Villavicencio, Joren C Madsen, Richard Pierson, Gregory D Lewis, David A D'Alessandro, Daniel A Zlotoff",Early Renal Outcomes Following Heart Transplantation Using Organs Procured After Circulatory Death.,2047-9980,10.1111/tri.12940,e035443,20,13,Journal of the American Heart Association,J Am Heart Assoc,"Transplantation using hearts obtained through donation after circulatory death (DCD) is increasing, but data on recipient renal outcomes are limited. Patients at a single institution who underwent heart transplantation using organs procured through DCD or donation after brain death (DBD) from April 2016 to August 2022 were included in this retrospective cohort study. Hemodynamic measures were collected via right heart catheterization performed 1 week after transplantation. Posttransplantation renal outcomes included estimated glomerular filtration rate at 1 week, 4 weeks, and 16 weeks, and the incidence of acute kidney injury (AKI) and renal replacement therapy within 1 week. The analysis included 225 patients (55 recipients of DCD). Baseline characteristics were comparable between recipients of DCD and DBD. Renal outcomes within 1 week posttransplantation in recipients of DCD were similar to recipients of DBD, including percent change in estimated glomerular filtration rate (-37.9% [-58.6 to -6.2] versus -31.9% [-52.4 to -9.9];  Recipients of DCD demonstrated similar renal outcomes compared with recipients of DBD, supporting the ongoing use of DCD transplantation. Early AKI was associated with persistent renal dysfunction for recipients of both DCD and DBD."
39345332,2024,,Santiago Romero-Brufau,"Santiago Romero-Brufau, Robert J Macielak, Jeffrey P Staab, Scott D Z Eggers, Colin L W Driscoll, Neil T Shepard, Douglas J Totten, Sabrina M Albertson, Kalyan S Pasupathy, Devin L McCaslin",Development of an Automated Triage System for Longstanding Dizzy Patients Using Artificial Intelligence.,2473-974X,10.1002/oto2.70006,e70006,3,8,OTO open,OTO Open,"To report the first steps of a project to automate and optimize scheduling of multidisciplinary consultations for patients with longstanding dizziness utilizing artificial intelligence. Retrospective case review. Quaternary referral center. A previsit self-report questionnaire was developed to query patients about their complaints of longstanding dizziness. We convened an expert panel of clinicians to review diagnostic outcomes for 98 patients and used a consensus approach to retrospectively determine what would have been the ideal appointments based on the patient's final diagnoses. These results were then compared retrospectively to the actual patient schedules. From these data, a machine learning algorithm was trained and validated to automate the triage process. Compared with the ideal itineraries determined retrospectively with our expert panel, visits scheduled by the triage clinicians showed a mean concordance of 70%, and our machine learning algorithm triage showed a mean concordance of 79%. Manual triage by clinicians for dizzy patients is a time-consuming and costly process. The formulated first-generation automated triage algorithm achieved similar results to clinicians when triaging dizzy patients using data obtained directly from an online previsit questionnaire."
39344636,2024,,Carlee I Oakley,"Carlee I Oakley, Samantha A Banks, Marcus V Pinto, Deborah O Setter, Sarah L Clark, Zafer Keser, James P Klaas, Andrea N Leep Hunderfund, Rafid Mustafa",Improving Dual Antiplatelet Therapy Adherence Via Implementation of a Pocket Card: A Quality Improvement Pilot Program.,2047-9980,10.1212/CPJ.0000000000000922,e037444,19,13,Journal of the American Heart Association,J Am Heart Assoc,
39306284,2025,,Shiv K Sarin,"Shiv K Sarin, Ansgar W Lohse, Patrick S Kamath",Poor long-term outcome in patients with porto-sinusoidal vascular disease (PSVD): fact or disease misclassification?,1600-0641,10.1016/j.jhep.2024.09.015,4-6,1,82,Journal of hepatology,J Hepatol,
39230557,2025,,Nooshin K Dashti,"Nooshin K Dashti, Amy A Swanson, Vatsal Patel, Deyin Xing, Michael Feely, Gary L Keeney, Sounak Gupta, J Kenneth Schoolmeester","Leiomyosarcomas of the Visceral Adnexal and Uterine Ligaments and Adnexal Connective Tissue: Immunohistochemical, Molecular Genetic, and MDM2 Fluorescence In Situ Hybridization Analysis.",1538-7151,10.1097/PGP.0000000000001064,355-357,4,44,International journal of gynecological pathology : official journal of the International Society of Gynecological Pathologists,Int J Gynecol Pathol,
